query_id	passage_id	final_label
rob_qq_FBIS3-15301	rob_FBIS3-15301	3
rob_qq_FBIS3-15431	rob_FBIS3-15431	3
rob_qq_FBIS3-1664	rob_FBIS3-1664	1
rob_qq_FBIS3-17387	rob_FBIS3-17387	3
rob_q_FBIS3-15220	rob_FBIS3-17616	1
rob_qq_FBIS3-18435	rob_FBIS3-18435	0
rob_qq_FBIS3-18785	rob_FBIS3-18785	3
rob_q_FT941-5427	rob_FBIS3-18972	3
rob_q_FT941-16891	rob_FBIS3-19320	0
rob_qq_FBIS3-19598	rob_FBIS3-19598	0
rob_qq_FBIS3-19784	rob_FBIS3-19784	3
rob_q_FBIS3-58274	rob_FBIS3-20085	2
rob_q_FBIS3-20263	rob_FBIS3-20396	2
rob_q_FBIS4-44525	rob_FBIS3-20539	2
rob_q_FBIS4-22344	rob_FBIS3-20542	1
rob_q_FBIS4-27003	rob_FBIS3-20546	0
rob_q_FBIS3-2650	rob_FBIS3-2055	0
rob_qq_FBIS3-20798	rob_FBIS3-20798	3
rob_q_FT933-9072	rob_FBIS3-20873	1
rob_qq_FBIS3-20897	rob_FBIS3-20897	3
rob_q_FT944-13536	rob_FBIS3-20918	1
rob_qq_FBIS3-21192	rob_FBIS3-21192	3
rob_qq_FBIS3-21198	rob_FBIS3-21198	0
rob_qq_FBIS3-21266	rob_FBIS3-21266	1
rob_q_FBIS3-21433	rob_FBIS3-21434	3
rob_qq_FBIS3-21627	rob_FBIS3-21627	2
rob_q_FBIS3-54667	rob_FBIS3-22103	1
rob_q_FBIS3-40020	rob_FBIS3-22245	3
rob_qq_FBIS3-22321	rob_FBIS3-22321	3
rob_qq_FBIS3-22514	rob_FBIS3-22514	0
rob_qq_FBIS3-22799	rob_FBIS3-22799	0
rob_q_FBIS4-38754	rob_FBIS3-23589	0
rob_q_FT941-13181	rob_FBIS3-23866	2
rob_q_FBIS4-61915	rob_FBIS3-24098	3
rob_qq_FBIS3-24124	rob_FBIS3-24124	3
rob_q_FR940222-2-00001	rob_FBIS3-24136	1
rob_q_FT933-1722	rob_FBIS3-24216	1
rob_q_FT942-12331	rob_FBIS3-24305	0
rob_qq_FBIS3-24520	rob_FBIS3-24520	1
rob_qq_FBIS3-24563	rob_FBIS3-24563	1
rob_q_LA062789-0139	rob_FBIS3-24797	0
rob_q_FBIS3-25445	rob_FBIS3-24888	2
rob_qq_FBIS3-2497	rob_FBIS3-2497	3
rob_qq_FBIS3-25071	rob_FBIS3-25071	3
rob_qq_FBIS3-25621	rob_FBIS3-25621	3
rob_qq_FBIS3-26161	rob_FBIS3-26161	0
rob_qq_FBIS3-26307	rob_FBIS3-26307	3
rob_q_FBIS3-4279	rob_FBIS3-26356	2
rob_q_FT942-6646	rob_FBIS3-26444	0
rob_qq_FBIS3-2684	rob_FBIS3-2684	0
rob_q_FT944-4841	rob_FBIS3-27140	1
rob_q_FBIS3-48123	rob_FBIS3-28318	3
rob_qq_FBIS3-28327	rob_FBIS3-28327	3
rob_q_FBIS4-49811	rob_FBIS3-2864	1
rob_qq_FBIS3-28675	rob_FBIS3-28675	3
rob_qq_FBIS3-28865	rob_FBIS3-28865	3
rob_q_FT943-14566	rob_FBIS3-28947	2
rob_q_FBIS3-19787	rob_FBIS3-29281	1
rob_q_FBIS4-4885	rob_FBIS3-29512	1
rob_q_FBIS3-43876	rob_FBIS3-296	2
rob_qq_FBIS3-29868	rob_FBIS3-29868	3
rob_qq_FBIS3-30380	rob_FBIS3-30380	3
rob_q_FR941222-2-00002	rob_FBIS3-30832	0
rob_q_FBIS3-30622	rob_FBIS3-30869	1
rob_q_FBIS3-40308	rob_FBIS3-31685	1
rob_q_FBIS4-31144	rob_FBIS3-30978	1
rob_q_FBIS3-30380	rob_FBIS3-31197	1
rob_qq_FBIS3-32407	rob_FBIS3-32407	3
rob_q_FBIS3-2781	rob_FBIS3-3288	2
rob_q_FBIS3-59960	rob_FBIS3-33287	1
rob_q_FBIS3-33524	rob_FBIS3-33291	1
rob_qq_FBIS3-33640	rob_FBIS3-33640	3
rob_qq_FBIS3-33670	rob_FBIS3-33670	3
rob_qq_FBIS3-34479	rob_FBIS3-34479	3
rob_q_LA112490-0101	rob_FBIS3-35506	1
rob_qq_FBIS3-35785	rob_FBIS3-35785	3
rob_q_FBIS4-15701	rob_FBIS3-36049	1
rob_q_FBIS3-57026	rob_FBIS3-36060	3
rob_qq_FBIS3-36786	rob_FBIS3-36786	3
rob_qq_FBIS3-36999	rob_FBIS3-36999	3
rob_qq_FBIS3-37573	rob_FBIS3-37573	3
rob_qq_FBIS3-3775	rob_FBIS3-3775	3
rob_qq_FBIS3-38115	rob_FBIS3-38115	0
rob_q_LA070889-0040	rob_FBIS3-38263	0
rob_q_FT931-9616	rob_FBIS3-38375	2
rob_qq_FBIS3-38502	rob_FBIS3-38502	3
rob_qq_FBIS3-38774	rob_FBIS3-38774	3
rob_qq_FBIS3-38981	rob_FBIS3-38981	1
rob_qq_FBIS3-38984	rob_FBIS3-38984	3
rob_q_FBIS3-57764	rob_FBIS3-39210	1
rob_q_FBIS4-58446	rob_FBIS3-39564	1
rob_qq_FBIS3-39608	rob_FBIS3-39608	3
rob_qq_FBIS3-39848	rob_FBIS3-39848	3
rob_q_FT944-4314	rob_FBIS3-39960	0
rob_q_FT924-3666	rob_FBIS3-40157	2
rob_q_FT924-6471	rob_FBIS3-40234	2
rob_qq_FBIS3-40442	rob_FBIS3-40442	3
rob_qq_FBIS3-40488	rob_FBIS3-40488	3
rob_q_FBIS4-67987	rob_FBIS3-40507	0
rob_q_FBIS4-68551	rob_FBIS3-40507	0
rob_q_FBIS3-59774	rob_FBIS3-40552	0
rob_qq_FBIS3-40978	rob_FBIS3-40978	1
rob_q_FBIS3-60297	rob_FBIS3-41459	3
rob_q_FBIS3-61570	rob_FBIS3-41757	2
rob_q_LA042890-0002	rob_FBIS3-41801	1
rob_q_FBIS3-29047	rob_FBIS3-41989	2
rob_q_FBIS4-41968	rob_FBIS3-42632	1
rob_q_FBIS3-32614	rob_FBIS3-42864	2
rob_q_FBIS4-22717	rob_FBIS3-42970	0
rob_q_FBIS3-14758	rob_FBIS3-43155	1
rob_q_FBIS3-45292	rob_FBIS3-43187	3
rob_q_FBIS3-39193	rob_FBIS3-43237	1
rob_qq_FBIS3-43867	rob_FBIS3-43867	3
rob_qq_FBIS3-44044	rob_FBIS3-44044	3
rob_q_FBIS4-49614	rob_FBIS3-4406	2
rob_q_FBIS4-26676	rob_FBIS3-4419	3
rob_qq_FBIS3-44567	rob_FBIS3-44567	0
rob_qq_FBIS3-44766	rob_FBIS3-44766	3
rob_qq_FBIS3-44838	rob_FBIS3-44838	3
rob_qq_FBIS3-44915	rob_FBIS3-44915	3
rob_qq_FBIS3-44992	rob_FBIS3-44992	0
rob_q_FBIS3-45300	rob_FBIS3-45299	0
rob_qq_FBIS3-45604	rob_FBIS3-45604	3
rob_qq_FBIS3-45816	rob_FBIS3-45816	3
rob_q_FBIS3-45974	rob_FBIS3-46199	2
rob_qq_FBIS3-46216	rob_FBIS3-46216	3
rob_qq_FBIS3-46295	rob_FBIS3-46295	0
rob_q_FBIS3-43411	rob_FBIS3-46670	0
rob_q_FBIS3-6769	rob_FBIS3-46701	0
rob_q_FBIS4-4610	rob_FBIS3-46702	2
rob_q_FBIS4-52660	rob_FBIS3-46702	3
rob_q_FBIS4-5995	rob_FBIS3-46702	3
rob_q_FT933-13394	rob_FBIS3-46702	3
rob_q_FBIS3-28753	rob_FBIS3-46758	2
rob_qq_FBIS3-46814	rob_FBIS3-46814	3
rob_q_FBIS3-29288	rob_FBIS3-46861	1
rob_qq_FBIS3-4712	rob_FBIS3-4712	3
rob_qq_FBIS3-47514	rob_FBIS3-47514	2
rob_qq_FBIS3-47516	rob_FBIS3-47516	3
rob_q_FT922-14476	rob_FBIS3-47766	3
rob_qq_FBIS3-47779	rob_FBIS3-47779	3
rob_q_FT934-6919	rob_FBIS3-47831	0
rob_q_FBIS4-29284	rob_FBIS3-48051	1
rob_q_FBIS3-46794	rob_FBIS3-48227	2
rob_qq_FBIS3-48448	rob_FBIS3-48448	3
rob_q_FBIS3-48518	rob_FBIS3-48516	0
rob_q_FR940325-2-00050	rob_FBIS3-48519	0
rob_qq_FBIS3-48915	rob_FBIS3-48915	3
rob_qq_FBIS3-49029	rob_FBIS3-49029	3
rob_qq_FBIS3-49071	rob_FBIS3-49071	3
rob_qq_FBIS3-49175	rob_FBIS3-49175	3
rob_q_FBIS3-9308	rob_FBIS3-49340	3
rob_qq_FBIS3-49371	rob_FBIS3-49371	3
rob_q_FBIS3-8747	rob_FBIS3-49589	1
rob_qq_FBIS3-49851	rob_FBIS3-49851	3
rob_qq_FBIS3-5027	rob_FBIS3-5027	0
rob_qq_FBIS3-50294	rob_FBIS3-50294	3
rob_qq_FBIS3-50299	rob_FBIS3-50299	3
rob_qq_FBIS3-50580	rob_FBIS3-50580	0
rob_qq_FBIS3-50742	rob_FBIS3-50742	3
rob_q_FBIS3-10225	rob_FBIS3-51390	1
rob_q_FBIS3-51467	rob_FBIS3-51467	3
rob_q_FBIS3-32394	rob_FBIS3-51708	3
rob_q_LA062889-0029	rob_FBIS3-51957	0
rob_q_LA121490-0046	rob_FBIS3-52036	0
rob_qq_FBIS3-52092	rob_FBIS3-52092	0
rob_qq_FBIS3-52172	rob_FBIS3-52172	3
rob_q_FT923-4653	rob_FBIS3-52302	1
rob_q_FT943-5925	rob_FBIS3-52465	2
rob_qq_FBIS3-52597	rob_FBIS3-52597	2
rob_qq_FBIS3-5302	rob_FBIS3-5302	3
rob_qq_FBIS3-53052	rob_FBIS3-53052	3
rob_qq_FBIS3-53053	rob_FBIS3-53053	3
rob_q_FBIS3-53304	rob_FBIS3-53304	1
rob_q_FT942-3184	rob_FBIS3-53361	2
rob_qq_FBIS3-5376	rob_FBIS3-5376	3
rob_q_FBIS3-13523	rob_FBIS3-53777	1
rob_q_FBIS3-54052	rob_FBIS3-54052	3
rob_q_FBIS3-52732	rob_FBIS3-54144	1
rob_qq_FBIS3-54285	rob_FBIS3-54285	3
rob_qq_FBIS3-54461	rob_FBIS3-54461	0
rob_qq_FBIS3-55250	rob_FBIS3-55250	3
rob_qq_FBIS3-55308	rob_FBIS3-55308	3
rob_qq_FBIS3-55497	rob_FBIS3-55497	3
rob_q_FBIS3-56714	rob_FBIS3-55519	3
rob_qq_FBIS3-55645	rob_FBIS3-55645	3
rob_qq_FBIS3-5566	rob_FBIS3-5566	3
rob_qq_FBIS3-55964	rob_FBIS3-55964	3
rob_qq_FBIS3-56197	rob_FBIS3-56197	3
rob_q_FBIS4-38612	rob_FBIS3-56359	1
rob_q_FBIS4-46969	rob_FBIS3-57367	1
rob_q_FT931-8752	rob_FBIS3-58053	3
rob_q_FT932-5642	rob_FBIS3-58311	3
rob_qq_FBIS3-58521	rob_FBIS3-58521	3
rob_qq_FBIS3-58546	rob_FBIS3-58546	3
rob_q_LA082490-0127	rob_FBIS3-58581	0
rob_qq_FBIS3-58724	rob_FBIS3-58724	3
rob_qq_FBIS3-58814	rob_FBIS3-58814	3
rob_q_FBIS3-38312	rob_FBIS3-59089	0
rob_q_FT931-9948	rob_FBIS3-59587	2
rob_q_FT931-1066	rob_FBIS3-59650	3
rob_q_FBIS4-36631	rob_FBIS3-59829	1
rob_qq_FBIS3-60272	rob_FBIS3-60272	1
rob_qq_FBIS3-60395	rob_FBIS3-60395	3
rob_qq_FBIS3-60502	rob_FBIS3-60502	3
rob_q_FBIS3-15903	rob_FBIS3-60602	3
rob_qq_FBIS3-60899	rob_FBIS3-60899	2
rob_qq_FBIS3-61081	rob_FBIS3-61081	3
rob_qq_FBIS3-61142	rob_FBIS3-61142	3
rob_qq_FBIS3-61212	rob_FBIS3-61212	0
rob_q_FBIS4-41097	rob_FBIS3-61218	0
rob_q_FBIS3-15091	rob_FBIS3-61287	1
rob_qq_FBIS3-61502	rob_FBIS3-61502	3
rob_q_FR941205-1-00031	rob_FBIS3-6272	3
rob_qq_FBIS3-7880	rob_FBIS3-7880	3
rob_q_FBIS3-38995	rob_FBIS3-8191	0
rob_q_FT932-7396	rob_FBIS3-9134	2
rob_qq_FBIS4-10052	rob_FBIS4-10052	3
rob_q_FBIS4-34911	rob_FBIS4-10155	3
rob_qq_FBIS4-10161	rob_FBIS4-10161	3
rob_q_FBIS4-33719	rob_FBIS4-10188	1
rob_q_FBIS4-34537	rob_FBIS4-10371	0
rob_q_FBIS3-11360	rob_FBIS4-10916	2
rob_q_FBIS3-52018	rob_FBIS4-11102	3
rob_q_FBIS3-157	rob_FBIS4-1154	1
rob_qq_FBIS4-12200	rob_FBIS4-12200	3
rob_qq_FBIS4-12328	rob_FBIS4-12328	3
rob_q_FBIS4-13847	rob_FBIS4-12484	1
rob_qq_FBIS4-12994	rob_FBIS4-12994	3
rob_qq_FBIS4-13253	rob_FBIS4-13253	3
rob_qq_FBIS4-1386	rob_FBIS4-1386	3
rob_q_FBIS4-12739	rob_FBIS4-13892	2
rob_qq_FBIS4-1453	rob_FBIS4-1453	3
rob_qq_FBIS4-14691	rob_FBIS4-14691	3
rob_qq_FBIS4-14738	rob_FBIS4-14738	3
rob_q_FBIS3-24417	rob_FBIS4-14813	1
rob_q_FBIS3-47815	rob_FBIS4-15074	1
rob_qq_FBIS4-15210	rob_FBIS4-15210	2
rob_qq_FBIS4-15279	rob_FBIS4-15279	3
rob_qq_FBIS4-1672	rob_FBIS4-1672	3
rob_q_FBIS3-23578	rob_FBIS4-16957	0
rob_qq_FBIS4-16986	rob_FBIS4-16986	3
rob_qq_FBIS4-16989	rob_FBIS4-16989	3
rob_q_FBIS4-2703	rob_FBIS4-1763	2
rob_qq_FBIS4-18388	rob_FBIS4-18388	3
rob_q_FT933-4617	rob_FBIS4-18538	0
rob_q_FBIS4-19340	rob_FBIS4-18670	2
rob_q_FT941-234	rob_FBIS4-18713	2
rob_qq_FBIS4-18793	rob_FBIS4-18793	3
rob_q_FBIS4-65599	rob_FBIS4-19243	1
rob_qq_FBIS4-19357	rob_FBIS4-19357	3
rob_q_FBIS4-18210	rob_FBIS4-19708	2
rob_q_FBIS4-16903	rob_FBIS4-19839	3
rob_q_FBIS3-31121	rob_FBIS4-20010	3
rob_qq_FBIS4-20771	rob_FBIS4-20771	0
rob_q_FBIS4-2099	rob_FBIS4-2100	3
rob_qq_FBIS4-21010	rob_FBIS4-21010	3
rob_qq_FBIS4-21196	rob_FBIS4-21196	3
rob_q_FBIS4-21291	rob_FBIS4-21291	3
rob_qq_FBIS4-2130	rob_FBIS4-2130	3
rob_q_FBIS4-45355	rob_FBIS4-21333	1
rob_qq_FBIS4-21587	rob_FBIS4-21587	2
rob_q_FBIS3-54105	rob_FBIS4-21701	0
rob_q_FBIS4-1942	rob_FBIS4-2245	2
rob_q_FBIS4-41804	rob_FBIS4-22576	1
rob_q_FBIS3-15344	rob_FBIS4-22649	1
rob_qq_FBIS4-227	rob_FBIS4-227	3
rob_q_FT941-15778	rob_FBIS4-2278	1
rob_qq_FBIS4-22986	rob_FBIS4-22986	0
rob_q_FBIS3-22919	rob_FBIS4-23093	2
rob_q_FT942-8058	rob_FBIS4-23153	3
rob_qq_FBIS4-23292	rob_FBIS4-23292	3
rob_qq_FBIS4-23822	rob_FBIS4-23822	3
rob_q_FBIS4-23612	rob_FBIS4-23892	2
rob_q_FT942-4858	rob_FBIS4-23905	2
rob_qq_FBIS4-23989	rob_FBIS4-23989	3
rob_q_FT934-8660	rob_FBIS4-24354	1
rob_qq_FBIS4-24363	rob_FBIS4-24363	3
rob_qq_FBIS4-24579	rob_FBIS4-24579	0
rob_q_FBIS4-24930	rob_FBIS4-24930	3
rob_q_FT921-7535	rob_FBIS4-25370	1
rob_qq_FBIS4-25532	rob_FBIS4-25532	3
rob_qq_FBIS4-26318	rob_FBIS4-26318	3
rob_q_FBIS4-3258	rob_FBIS4-26565	1
rob_qq_FBIS4-2704	rob_FBIS4-2704	2
rob_qq_FBIS4-26960	rob_FBIS4-26960	3
rob_q_FBIS3-55408	rob_FBIS4-27038	2
rob_q_FT942-14312	rob_FBIS4-27230	3
rob_qq_FBIS4-28104	rob_FBIS4-28104	3
rob_q_FT922-13207	rob_FBIS4-28127	3
rob_qq_FBIS4-28401	rob_FBIS4-28401	3
rob_qq_FBIS4-28760	rob_FBIS4-28760	3
rob_q_FBIS4-30503	rob_FBIS4-28925	3
rob_qq_FBIS4-29043	rob_FBIS4-29043	3
rob_q_FT942-606	rob_FBIS4-29392	2
rob_q_FBIS3-6343	rob_FBIS4-29643	0
rob_qq_FBIS4-29739	rob_FBIS4-29739	3
rob_qq_FBIS4-29848	rob_FBIS4-29848	2
rob_q_FBIS4-5275	rob_FBIS4-29943	3
rob_q_FBIS4-3376	rob_FBIS4-2995	1
rob_qq_FBIS4-29965	rob_FBIS4-29965	2
rob_q_FT931-14375	rob_FBIS4-30142	3
rob_qq_FBIS4-30218	rob_FBIS4-30218	3
rob_q_FT943-8540	rob_FBIS4-30232	2
rob_qq_FBIS4-30753	rob_FBIS4-30753	3
rob_q_FBIS4-56144	rob_FBIS4-31328	3
rob_qq_FBIS4-31363	rob_FBIS4-31363	3
rob_q_FBIS3-7932	rob_FBIS4-31676	3
rob_q_FBIS4-8418	rob_FBIS4-31676	1
rob_qq_FBIS4-31806	rob_FBIS4-31806	0
rob_qq_FBIS4-32130	rob_FBIS4-32130	3
rob_qq_FBIS4-32801	rob_FBIS4-32801	3
rob_q_FBIS3-10683	rob_FBIS4-33058	1
rob_q_FBIS4-47829	rob_FBIS4-3321	3
rob_qq_FBIS4-33298	rob_FBIS4-33298	3
rob_q_FBIS3-52749	rob_FBIS4-33487	2
rob_qq_FBIS4-33644	rob_FBIS4-33644	3
rob_qq_FBIS4-3376	rob_FBIS4-3376	3
rob_qq_FBIS4-34691	rob_FBIS4-34691	3
rob_q_FBIS4-51722	rob_FBIS4-3494	2
rob_q_FBIS4-40203	rob_FBIS4-35121	0
rob_q_LA110489-0105	rob_FBIS4-35579	3
rob_q_FBIS4-26664	rob_FBIS4-3582	3
rob_qq_FBIS4-3584	rob_FBIS4-3584	3
rob_qq_FBIS4-36023	rob_FBIS4-36023	3
rob_q_FBIS3-60811	rob_FBIS4-36109	0
rob_qq_FBIS4-36179	rob_FBIS4-36179	3
rob_qq_FBIS4-36231	rob_FBIS4-36231	3
rob_qq_FBIS4-36532	rob_FBIS4-36532	0
rob_qq_FBIS4-36615	rob_FBIS4-36615	3
rob_q_LA052390-0060	rob_FBIS4-37559	2
rob_q_FT921-10729	rob_FBIS4-37631	2
rob_qq_FBIS4-37968	rob_FBIS4-37968	3
rob_qq_FBIS4-38006	rob_FBIS4-38006	3
rob_q_FBIS3-26008	rob_FBIS4-3805	3
rob_qq_FBIS4-38063	rob_FBIS4-38063	3
rob_q_FBIS3-55133	rob_FBIS4-38364	0
rob_q_FBIS4-67853	rob_FBIS4-38380	2
rob_qq_FBIS4-38482	rob_FBIS4-38482	1
rob_q_FBIS4-16689	rob_FBIS4-38646	2
rob_q_FBIS4-38682	rob_FBIS4-38686	2
rob_qq_FBIS4-38960	rob_FBIS4-38960	3
rob_q_FBIS3-17891	rob_FBIS4-39064	2
rob_q_FBIS3-46225	rob_FBIS4-39299	3
rob_qq_FBIS4-39648	rob_FBIS4-39648	3
rob_qq_FBIS4-401	rob_FBIS4-401	3
rob_q_FBIS4-14848	rob_FBIS4-40128	2
rob_qq_FBIS4-40168	rob_FBIS4-40168	3
rob_qq_FBIS4-40274	rob_FBIS4-40274	2
rob_qq_FBIS4-40385	rob_FBIS4-40385	0
rob_qq_FBIS4-40884	rob_FBIS4-40884	0
rob_qq_FBIS4-40889	rob_FBIS4-40889	3
rob_q_FBIS4-38899	rob_FBIS4-40913	1
rob_qq_FBIS4-41023	rob_FBIS4-41023	3
rob_qq_FBIS4-41156	rob_FBIS4-41156	3
rob_q_FBIS4-15110	rob_FBIS4-41208	2
rob_qq_FBIS4-41363	rob_FBIS4-41363	3
rob_qq_FBIS4-42404	rob_FBIS4-42404	0
rob_q_FBIS4-43286	rob_FBIS4-42592	2
rob_q_LA122190-0162	rob_FBIS4-42701	3
rob_qq_FBIS4-42763	rob_FBIS4-42763	3
rob_q_FT921-16125	rob_FBIS4-42784	0
rob_q_FBIS3-41196	rob_FBIS4-43078	1
rob_qq_FBIS4-43247	rob_FBIS4-43247	3
rob_qq_FBIS4-43426	rob_FBIS4-43426	3
rob_q_FBIS3-19729	rob_FBIS4-43473	2
rob_q_FBIS4-51278	rob_FBIS4-4355	0
rob_qq_FBIS4-43569	rob_FBIS4-43569	3
rob_qq_FBIS4-44243	rob_FBIS4-44243	1
rob_q_FT944-2756	rob_FBIS4-44454	0
rob_qq_FBIS4-44472	rob_FBIS4-44472	3
rob_q_FBIS4-44498	rob_FBIS4-44498	0
rob_q_FBIS4-44869	rob_FBIS4-44538	0
rob_q_FBIS4-35995	rob_FBIS4-44901	3
rob_q_FBIS3-7071	rob_FBIS4-4508	3
rob_q_FT944-13391	rob_FBIS4-4511	0
rob_q_FBIS4-58934	rob_FBIS4-46126	2
rob_q_FBIS3-10909	rob_FBIS4-46227	2
rob_q_FBIS4-22126	rob_FBIS4-46733	1
rob_qq_FBIS4-46748	rob_FBIS4-46748	2
rob_q_FBIS4-22659	rob_FBIS4-46784	3
rob_q_FR941202-2-00053	rob_FBIS4-46888	2
rob_q_FT942-13354	rob_FBIS4-47058	1
rob_qq_FBIS4-4712	rob_FBIS4-4712	3
rob_q_FBIS3-54873	rob_FBIS4-47173	0
rob_qq_FBIS4-47579	rob_FBIS4-47579	0
rob_qq_FBIS4-47901	rob_FBIS4-47901	3
rob_qq_FBIS4-47938	rob_FBIS4-47938	3
rob_qq_FBIS4-48191	rob_FBIS4-48191	3
rob_q_FBIS4-595	rob_FBIS4-48288	2
rob_qq_FBIS4-48659	rob_FBIS4-48659	3
rob_qq_FBIS4-49620	rob_FBIS4-49620	3
rob_q_FBIS3-2302	rob_FBIS4-49642	1
rob_q_FT943-2608	rob_FBIS4-49743	1
rob_qq_FBIS4-49823	rob_FBIS4-49823	1
rob_qq_FBIS4-49996	rob_FBIS4-49996	3
rob_qq_FBIS4-50561	rob_FBIS4-50561	1
rob_q_FR940404-2-00194	rob_FBIS4-50929	1
rob_q_FBIS4-51240	rob_FBIS4-51152	3
rob_qq_FBIS4-52328	rob_FBIS4-52328	3
rob_q_FBIS4-24771	rob_FBIS4-52603	1
rob_q_FBIS3-27079	rob_FBIS4-52684	1
rob_q_FBIS3-59653	rob_FBIS4-52825	1
rob_q_FT932-3372	rob_FBIS4-52690	2
rob_q_FT943-15283	rob_FBIS4-53371	3
rob_q_FBIS4-5980	rob_FBIS4-53476	1
rob_q_FBIS4-10561	rob_FBIS4-53542	1
rob_qq_FBIS4-54134	rob_FBIS4-54134	1
rob_q_FT944-5144	rob_FBIS4-54388	1
rob_q_FBIS4-7486	rob_FBIS4-54817	3
rob_qq_FBIS4-55042	rob_FBIS4-55042	3
rob_q_FBIS3-49229	rob_FBIS4-55522	0
rob_qq_FBIS4-56004	rob_FBIS4-56004	3
rob_qq_FBIS4-56045	rob_FBIS4-56045	3
rob_qq_FBIS4-56221	rob_FBIS4-56221	3
rob_q_FBIS3-10537	rob_FBIS4-56381	1
rob_q_FT911-443	rob_FBIS4-56931	3
rob_qq_FBIS4-57562	rob_FBIS4-57562	3
rob_qq_FBIS4-57737	rob_FBIS4-57737	0
rob_q_FT943-12960	rob_FBIS4-58248	2
rob_q_FBIS4-3052	rob_FBIS4-58521	2
rob_q_FBIS4-35530	rob_FBIS4-58716	2
rob_q_FBIS4-35958	rob_FBIS4-59098	2
rob_qq_FBIS4-59399	rob_FBIS4-59399	3
rob_q_FBIS3-35545	rob_FBIS4-59458	2
rob_qq_FBIS4-59461	rob_FBIS4-59461	3
rob_qq_FBIS4-5989	rob_FBIS4-5989	3
rob_qq_FBIS4-60125	rob_FBIS4-60125	3
rob_qq_FBIS4-6041	rob_FBIS4-6041	1
rob_qq_FBIS4-60433	rob_FBIS4-60433	1
rob_qq_FBIS4-60509	rob_FBIS4-60509	3
rob_qq_FBIS4-60745	rob_FBIS4-60745	1
rob_q_FT922-4987	rob_FBIS4-60920	2
rob_qq_FBIS4-61175	rob_FBIS4-61175	3
rob_q_FBIS4-62343	rob_FBIS4-61229	2
rob_qq_FBIS4-61496	rob_FBIS4-61496	3
rob_qq_FBIS4-61695	rob_FBIS4-61695	0
rob_q_FBIS4-41471	rob_FBIS4-61778	1
rob_q_FT924-8127	rob_FBIS4-61778	2
rob_qq_FBIS4-61929	rob_FBIS4-61929	3
rob_qq_FBIS4-61959	rob_FBIS4-61959	2
rob_q_FBIS4-64044	rob_FBIS4-62066	2
rob_qq_FBIS4-62276	rob_FBIS4-62276	3
rob_qq_FBIS4-62624	rob_FBIS4-62624	3
rob_qq_FBIS4-62760	rob_FBIS4-62760	3
rob_q_FBIS4-42526	rob_FBIS4-62950	3
rob_qq_FBIS4-63350	rob_FBIS4-63350	3
rob_qq_FBIS4-63393	rob_FBIS4-63393	3
rob_qq_FBIS4-63552	rob_FBIS4-63552	3
rob_qq_FBIS4-6401	rob_FBIS4-6401	0
rob_q_FBIS3-11617	rob_FBIS4-64014	1
rob_q_FT932-5544	rob_FBIS4-65006	0
rob_q_FT944-10567	rob_FBIS4-65657	3
rob_q_FBIS3-23314	rob_FBIS4-65793	0
rob_q_FR940304-2-00071	rob_FBIS4-66245	2
rob_qq_FBIS4-66254	rob_FBIS4-66254	3
rob_q_FBIS4-29603	rob_FBIS4-66268	2
rob_qq_FBIS4-66510	rob_FBIS4-66510	3
rob_qq_FBIS4-66528	rob_FBIS4-66528	3
rob_q_FBIS4-45003	rob_FBIS4-66702	3
rob_qq_FBIS4-67109	rob_FBIS4-67109	3
rob_q_FT932-1476	rob_FBIS4-67291	1
rob_qq_FBIS4-68149	rob_FBIS4-68149	3
rob_q_FBIS4-68206	rob_FBIS4-68206	3
rob_q_FT924-9640	rob_FBIS4-6837	0
rob_q_LA030990-0196	rob_FBIS4-68439	3
rob_qq_FBIS4-68517	rob_FBIS4-68517	1
rob_qq_FBIS4-68597	rob_FBIS4-68597	1
rob_qq_FBIS4-68725	rob_FBIS4-68725	3
rob_q_FBIS3-37665	rob_FBIS4-68779	1
rob_q_FBIS3-29569	rob_FBIS4-7339	1
rob_q_FT942-10713	rob_FBIS4-8283	2
rob_qq_FBIS4-8740	rob_FBIS4-8740	3
rob_q_FBIS3-31496	rob_FBIS4-8827	2
rob_q_FBIS4-9261	rob_FBIS4-9261	3
rob_q_FBIS4-43410	rob_FBIS4-9279	0
rob_qq_FBIS4-9430	rob_FBIS4-9430	0
rob_qq_FBIS4-9639	rob_FBIS4-9639	0
rob_qq_FBIS4-9677	rob_FBIS4-9677	1
rob_qq_FR940104-0-00013	rob_FR940104-0-00013	3
rob_q_FBIS4-45642	rob_FR940104-0-00060	1
rob_qq_FR940106-1-00035	rob_FR940106-1-00035	3
rob_qq_FR940106-2-00018	rob_FR940106-2-00018	1
rob_q_FR940602-2-00036	rob_FR940110-0-00024	2
rob_q_FR941117-1-00031	rob_FR940112-0-00067	2
rob_q_FBIS3-57772	rob_FR940114-0-00008	3
rob_qq_FR940114-1-00002	rob_FR940114-1-00002	3
rob_q_LA010990-0069	rob_FR940114-2-00139	0
rob_qq_FR940118-0-00012	rob_FR940118-0-00012	3
rob_qq_FR940119-2-00023	rob_FR940119-2-00023	0
rob_qq_FR940119-2-00115	rob_FR940119-2-00115	2
rob_qq_FR940125-0-00004	rob_FR940125-0-00004	3
rob_qq_FR940126-2-00030	rob_FR940126-2-00030	3
rob_q_FR940127-1-00067	rob_FR940127-1-00068	2
